doc_id,text,true_topic,y_outcome,lda_topic,lda_topic_prob
50,turnout vote party ballot ballot research effects theory district effects research turnout election debate swing polling candidate effects primary data effects debate election research election coalition debate effects coalition campaign ballot study swing primary theory debate incumbent vote vote debate observed analysis campaign debate analysis effects coalition,elections,2.119071669248976,5,0.9825977031620806
51,election incumbent vote primary debate model debate polling model turnout theory campaign data effects theory coalition campaign primary party debate evidence vote data study district election vote candidate results coalition polling primary swing debate analysis campaign theory estimate debate analysis ballot evidence district theory study candidate district turnout polling district estimate observed vote,elections,0.3529573384193756,5,0.9845235587378856
52,campaign turnout party evidence district campaign candidate ballot campaign swing research polling estimate vote estimate estimate swing candidate vote results debate primary ballot swing data district turnout polling debate model research debate vote vote primary campaign model party incumbent primary primary candidate primary theory polling district,elections,0.48060589489752326,5,0.9822123660590106
53,turnout analysis swing method campaign swing polling district polling polling district estimate analysis turnout coalition candidate swing model observed model effects swing candidate candidate model campaign method turnout campaign polling incumbent election coalition party observed primary estimate incumbent swing district data primary party primary polling,elections,1.8718561125614652,5,0.9818114941877701
54,candidate turnout incumbent party swing party candidate election primary party analysis analysis vote data turnout results primary vote district election evidence vote candidate election party estimate study debate swing evidence estimate method research coalition primary ballot observed incumbent swing debate polling incumbent data campaign ballot election incumbent method theory swing coalition primary election ballot coalition primary candidate debate,elections,0.6009686323794687,5,0.9858254923033851
55,effects candidate swing coalition turnout model campaign party effects candidate coalition candidate swing election district turnout analysis incumbent coalition incumbent election coalition turnout evidence campaign district incumbent district vote turnout primary primary research results candidate method candidate primary theory model estimate,elections,1.014841615151665,5,0.9801011677437529
56,effects estimate research candidate research campaign turnout theory evidence election estimate data swing study coalition effects polling effects debate method candidate estimate swing primary results estimate model method debate polling primary party turnout primary coalition swing swing estimate primary primary incumbent method ballot ballot party incumbent primary research district polling swing,elections,1.5346579847121742,5,0.7721793429351818
57,research vote primary swing swing debate swing incumbent primary party primary debate vote swing district coalition candidate estimate party observed district model debate data party campaign district candidate research coalition election study candidate debate district swing district debate primary vote candidate ballot evidence election observed vote turnout research,elections,1.4453531956465855,5,0.9829481854269823
58,election method swing candidate swing candidate election primary coalition vote campaign campaign results ballot election vote incumbent data study vote turnout data vote theory debate candidate debate estimate model method polling coalition debate district estimate coalition primary coalition candidate incumbent swing debate theory estimate polling turnout polling swing election district vote analysis district polling estimate theory ballot campaign effects data,elections,1.8774430909905546,5,0.9862923964393051
59,coalition coalition vote district estimate party observed vote incumbent model results effects polling primary vote model observed campaign turnout observed vote turnout ballot candidate vote coalition campaign primary effects candidate campaign incumbent observed campaign district primary data model model data data ballot turnout debate study election theory,elections,1.7478220685167347,5,0.9825938614764714
60,party research incumbent election election results turnout results coalition results vote district party election primary primary data debate district election coalition primary evidence evidence primary incumbent effects primary study effects turnout theory evidence debate results campaign analysis analysis swing polling swing research district turnout candidate theory candidate campaign polling results turnout campaign polling district analysis data incumbent primary candidate ballot incumbent primary,elections,1.5346963348528684,5,0.98673147833314
61,party debate primary debate election incumbent observed turnout district candidate vote study ballot candidate theory research data model polling evidence candidate research coalition debate model primary coalition party primary district polling election campaign evidence party district data election election primary effects observed vote incumbent campaign coalition debate district polling district coalition research primary coalition data observed incumbent party campaign coalition observed data,elections,0.6136456428764043,5,0.9867397787320161
62,data candidate swing study polling vote incumbent incumbent study swing ballot analysis campaign study method turnout campaign polling candidate vote polling election candidate campaign model candidate effects election effects data swing results coalition polling incumbent effects effects candidate primary observed ballot research polling election district results campaign election party,elections,1.3974313338966091,5,0.9832871923964949
63,theory vote ballot coalition district model polling campaign candidate party turnout results primary debate primary method election polling candidate district ballot campaign coalition campaign effects coalition observed campaign analysis turnout election research estimate debate incumbent method coalition polling method debate polling party polling results model data party observed data incumbent,elections,1.1571359972534334,5,0.9836078932589585
64,polling debate election turnout results theory ballot election model vote swing ballot swing swing turnout results debate data polling candidate district model incumbent coalition polling effects model research incumbent vote vote campaign turnout theory theory polling ballot campaign research results estimate district observed campaign district primary swing swing incumbent party candidate campaign estimate party model debate party district ballot polling polling party,elections,0.336867270029772,5,0.9867378708644691
65,coalition incumbent primary swing effects debate effects debate theory primary election debate results study estimate district swing incumbent swing coalition vote method primary polling swing model study effects swing election swing campaign research turnout candidate debate incumbent coalition coalition vote polling candidate swing election incumbent polling incumbent effects data turnout swing polling coalition,elections,1.7086495232384262,5,0.9845119370190066
66,vote turnout swing turnout observed district effects data theory ballot vote method ballot party swing primary debate swing effects data coalition polling swing district analysis method campaign party election polling vote analysis candidate effects party district ballot vote campaign vote party vote candidate model vote vote analysis polling primary method model analysis,elections,1.4036182672892832,5,0.9842304108072958
67,swing vote district turnout turnout incumbent debate ballot theory evidence observed party ballot campaign study data swing district polling study campaign campaign ballot effects evidence estimate primary election results research estimate party effects data debate primary coalition method theory coalition party election results swing coalition coalition data results theory debate,elections,1.0227450403155485,5,0.983603589311912
68,evidence data analysis coalition primary district incumbent debate coalition campaign district estimate candidate candidate district election primary polling campaign campaign district party district primary district debate coalition analysis candidate coalition turnout observed turnout study model debate district coalition method incumbent turnout incumbent campaign analysis primary model polling turnout,elections,0.8834539695077932,5,0.9829502041412718
69,vote election observed data incumbent campaign method election swing research polling incumbent election election candidate turnout estimate party swing model election theory coalition estimate theory primary district primary incumbent study swing method data study district polling incumbent party incumbent turnout incumbent primary primary method incumbent primary polling primary effects district swing analysis polling theory data swing turnout swing method,elections,0.4008494276496065,5,0.7550804870954687
70,coalition data candidate ballot incumbent method method method incumbent debate party campaign primary turnout coalition party campaign election coalition swing evidence primary results coalition analysis swing campaign ballot party evidence district polling candidate primary turnout candidate vote data turnout district party theory incumbent theory primary theory vote swing analysis coalition debate polling,elections,1.0997620367793164,5,0.9842249182294136
71,debate district district ballot research turnout campaign debate coalition swing district party model district vote primary candidate polling debate results evidence debate theory primary turnout estimate vote polling study method incumbent election vote primary study polling coalition turnout debate theory district,elections,1.234219559722822,5,0.9801054728372126
72,debate study analysis incumbent candidate district debate district swing vote estimate research district evidence results debate observed polling evidence party primary election data incumbent method debate vote polling party turnout incumbent turnout debate vote study turnout observed turnout party primary primary swing coalition swing district incumbent data effects coalition data primary debate estimate party party,elections,0.5844225078783605,5,0.9850709674182472
73,coalition incumbent results polling district coalition incumbent election campaign debate theory incumbent research primary district incumbent vote candidate swing estimate swing primary results polling study party vote model vote incumbent study vote data debate method debate ballot election ballot analysis study candidate debate district research polling polling election coalition debate election party district method model estimate model district evidence polling,elections,1.5811020245497647,5,0.9862958069220575
74,election turnout turnout polling study results primary results model incumbent evidence campaign election turnout model analysis ballot campaign vote vote debate estimate vote candidate observed candidate candidate effects party swing candidate coalition vote swing polling candidate turnout vote primary election vote theory polling model model campaign theory campaign polling swing district results ballot,elections,0.4513984767584829,5,0.9845317804217824
75,campaign vote theory turnout debate coalition data research coalition swing vote vote method primary results ballot ballot candidate campaign polling coalition debate method election ballot turnout debate party analysis incumbent results coalition party swing campaign coalition swing method evidence study party,elections,-0.06155017502122084,5,0.9801007842776576
76,incumbent district study observed candidate effects debate coalition election evidence debate estimate method incumbent research model election evidence effects debate swing turnout swing district observed candidate estimate polling candidate estimate evidence campaign research primary effects candidate estimate coalition incumbent method district debate turnout turnout election incumbent effects candidate vote swing results coalition,elections,1.5198635454463503,5,0.9842183752438434
77,coalition turnout election district swing debate vote swing vote polling party campaign turnout swing ballot primary model estimate election party campaign candidate ballot estimate observed vote party ballot evidence method research election results method party model swing theory vote district ballot coalition turnout observed polling effects district ballot election candidate research observed debate ballot primary,elections,0.7983169809489462,5,0.9850772540635243
78,party primary polling campaign ballot model polling study candidate party model district polling primary primary research vote campaign election analysis district results turnout party study ballot turnout turnout debate research effects election ballot incumbent swing district study analysis district district party polling debate incumbent district district effects vote model theory,elections,0.9369852073434924,5,0.983623405298346
79,campaign party coalition ballot election data polling district estimate district vote swing turnout swing theory model swing election candidate party election ballot research swing incumbent vote primary party ballot turnout district ballot polling district ballot swing study turnout primary observed vote research analysis vote evidence swing observed candidate ballot,elections,0.5812416385874734,5,0.983291915566959
80,analysis election model analysis election effects ballot data ballot observed election debate primary evidence theory election primary incumbent coalition candidate district polling primary polling vote party results estimate party candidate vote campaign observed primary campaign ballot theory campaign incumbent method primary ballot coalition turnout district evidence candidate polling turnout results campaign turnout analysis polling observed,elections,0.19701861964129863,5,0.9850767111413302
81,election debate effects evidence data study theory election vote theory coalition vote model coalition candidate turnout observed debate coalition method model primary district campaign incumbent analysis ballot estimate method campaign swing debate study swing incumbent party primary swing analysis vote vote vote campaign primary effects analysis incumbent incumbent effects method candidate study,elections,1.6276186873621092,5,0.9842164866509748
82,campaign primary candidate district party candidate theory election district election election swing party ballot data vote coalition analysis coalition study debate campaign effects vote results vote estimate method campaign effects results coalition election candidate estimate election vote method ballot model election analysis primary model evidence turnout estimate swing party evidence district turnout model ballot coalition ballot ballot,elections,0.6555655080765392,5,0.9855903618668632
83,vote incumbent district ballot coalition election debate data turnout turnout polling turnout coalition theory ballot district campaign ballot election turnout debate vote swing party theory swing party candidate primary party coalition turnout vote incumbent district vote estimate ballot coalition incumbent evidence coalition primary election ballot effects polling party district theory evidence results analysis election,elections,1.83047624407397,5,0.9848192207356997
84,incumbent observed campaign incumbent ballot vote ballot incumbent election debate observed district vote vote campaign campaign theory debate coalition observed candidate debate candidate primary estimate theory theory ballot research estimate party polling study research district campaign turnout election ballot incumbent swing swing party debate debate polling primary turnout election research vote data ballot,elections,1.4036540931053643,5,0.9845287520175904
85,vote party party data election turnout vote primary campaign results coalition vote election vote candidate primary analysis debate election district campaign turnout polling candidate candidate research analysis campaign incumbent election district study campaign campaign incumbent campaign incumbent swing model swing theory campaign turnout ballot evidence district candidate research method study election,elections,0.8426209266412701,5,0.9839379318002749
86,model theory research district results election vote incumbent study campaign party coalition effects party candidate model coalition campaign estimate incumbent coalition campaign coalition method study method turnout results study model district polling primary coalition primary candidate candidate vote data swing polling turnout candidate party turnout analysis vote swing election campaign vote evidence polling observed turnout campaign turnout party theory campaign turnout ballot candidate primary,elections,0.45704879943656673,5,0.9871442685840393
87,polling method candidate election results data vote debate coalition model incumbent research vote vote study polling observed coalition election theory swing district research incumbent party vote debate results debate district debate vote primary debate election observed campaign primary primary study debate coalition debate,elections,0.6337690066397714,5,0.9810105780241876
88,incumbent observed observed swing data theory swing vote incumbent ballot analysis vote primary debate debate study incumbent vote primary coalition results coalition ballot candidate vote observed effects ballot estimate primary candidate ballot primary results turnout analysis turnout estimate coalition ballot district district candidate campaign swing ballot election effects candidate swing ballot district analysis evidence debate district vote election,elections,0.3937384344524152,5,0.9858366447121714
89,method polling data coalition theory ballot election turnout debate turnout effects candidate method theory campaign observed district election swing election swing incumbent turnout vote party incumbent estimate district turnout vote incumbent model estimate district ballot coalition district election incumbent campaign analysis ballot ballot district vote evidence primary vote,elections,2.0435566797940927,5,0.9829436398087071
90,election theory polling theory debate observed effects election campaign results incumbent campaign polling turnout campaign party party debate data theory data district observed theory district candidate campaign vote debate debate swing swing candidate results study study swing theory candidate vote campaign research observed district coalition study ballot party debate incumbent district observed candidate,elections,1.0822206151149125,5,0.9845317096338077
91,coalition debate results ballot data district data incumbent campaign method primary evidence analysis vote data campaign debate swing district election theory research debate ballot theory debate evidence results incumbent coalition effects ballot primary research theory debate vote polling campaign ballot vote evidence district results ballot party ballot,elections,1.575102771273316,5,0.9825907414866
92,ballot ballot vote election campaign incumbent turnout model results candidate polling turnout campaign research district vote evidence vote model coalition coalition debate campaign coalition theory swing coalition election observed theory party primary evidence coalition observed swing vote party evidence swing analysis model coalition method debate study district results district coalition turnout election analysis polling,elections,0.36632397549488627,5,0.9848129591854615
93,district party method candidate party model turnout swing election effects coalition incumbent candidate ballot swing party effects turnout ballot turnout estimate vote election effects ballot district theory model observed candidate model research method coalition polling debate polling party method election election observed study election election district primary turnout ballot campaign district debate primary theory incumbent turnout model estimate,elections,1.090517564798502,5,0.9858326861483125
94,district candidate polling results ballot candidate debate analysis election method results campaign election ballot party results campaign method swing swing turnout campaign research coalition primary candidate primary coalition candidate turnout campaign observed data debate observed turnout ballot debate estimate effects study incumbent candidate campaign district analysis primary observed polling election district district,elections,1.5889309694042892,5,0.9842310848505773
95,ballot debate theory theory analysis primary method turnout method vote results swing ballot polling estimate debate coalition effects swing polling election evidence ballot election election analysis election evidence district coalition swing swing coalition debate polling district turnout research campaign turnout turnout turnout polling turnout polling coalition analysis campaign party evidence model coalition swing candidate debate research,elections,0.8324946190334921,5,0.9853396350495642
96,primary results candidate primary theory debate turnout debate data primary theory turnout vote election study debate theory ballot district polling swing theory incumbent evidence campaign election election campaign election study analysis ballot vote debate swing primary coalition debate election turnout ballot research study study district turnout candidate campaign coalition effects party candidate election coalition polling data primary swing campaign swing,elections,1.515557229460871,5,0.9863044230611413
97,district incumbent evidence ballot district debate coalition party campaign incumbent candidate model polling theory data district coalition party coalition debate vote incumbent ballot candidate turnout swing debate debate evidence incumbent swing estimate research turnout coalition coalition candidate ballot district analysis research turnout data district evidence polling election observed swing candidate evidence ballot election district ballot incumbent party,elections,0.45771604399711674,5,0.9856033228634764
98,estimate incumbent election party ballot model analysis debate party swing party candidate effects candidate theory theory swing swing ballot effects results data research party incumbent research campaign turnout effects ballot primary turnout vote turnout coalition polling election theory data ballot debate incumbent candidate election analysis theory primary election,elections,0.31826422769070783,5,0.9829438909574523
99,district research coalition method district incumbent vote district research model analysis results observed turnout vote results swing results research ballot primary vote evidence results candidate research district effects party vote turnout candidate coalition ballot data turnout swing primary swing ballot coalition vote primary ballot candidate method ballot polling coalition district candidate theory evidence debate vote ballot observed polling model,elections,1.189700306039068,5,0.9860719835844184
100,polling effects model campaign swing ballot incumbent coalition debate district election polling election election effects candidate estimate ballot vote swing candidate theory candidate party incumbent vote primary party campaign vote method turnout results analysis campaign candidate debate polling swing observed turnout analysis polling party candidate effects,elections,0.8104117827137239,5,0.9822265525079076
101,data doctor policy patient outbreak vaccine theory public vaccine policy disease public method clinic vaccine clinic nurse model nurse method risk outbreak risk risk health analysis doctor treatment theory data policy public vaccine vaccine model health insurance patient treatment observed vaccine,health,0.3210273446359157,4,0.9801260945960324
